name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
Umoja Organic Red Bourbon,Equiano Coffee,Light,United States,South Kivu Province,Democratic Republic Of The Congo,5.29,93,Nov-20,"Balanced, deeply sweet with savory undertones. Caramel, red apple, baking chocolate, grapefruit zest, freesia-like flowers in aroma and cup. Sweetly savory structure with crisp, lively acidity; lightly syrupy mouthfeel. The finish centers around notes of caramel and freesia with a lasting hint of grapefruit zest.","Certified organic. Produced at Umoja Farm entirely from the Red Bourbon variety of Arabica and processed by the washed method. Equiano Coffee was founded in 2013 by the Udosenata family. For more information, visit www.equianocoffee.com.","A solid DR Congo cup, balanced, engaging, pleasantly reminiscent of eating a candy apple."
Organic Red Honey Ramirez Estate Microlot,Cafe Kreyol,Medium,United States,Jarabacoa,Dominican Republic,3.82,92,Nov-20,"Crisp, gently fruit-toned. Raspberry jam, baking chocolate, magnolia, almond, cedar in aroma and cup. Sweet structure with round acidity; velvety-smooth mouthfeel. Quiet, chocolaty and nut-driven finish.","This exceptional coffee was selected as the No. 22 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  Certified organic. Produced by Eddy Ramirez at Ramirez Estate and processed by the red honey method, meaning that some fruit flesh or “honey” was allowed to adhere to the beans during drying. Café Kreyol is a roaster in Manassas, Virginia with the mission of creating sustainable employment by way of specialty coffee. Visit www.cafekreyol.com or call 571-719-7018 for more information.",A delicate red-honey processed coffee from the Dominican Republic — a percentage of sales is allocated by the farm to improve education in the farm’s region.
Ethiopia Natural Yirgacheffe Gr.1 Cleopatra,Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,15.58,95,Dec-20,"Evaluated as espresso. Bright, juicy, floral-toned. Chocolate fudge, black cherry, lemon verbena, brown sugar, sandalwood in aroma and cup. Satiny-smooth mouthfeel; the crisply sweet finish leads with black cherry and brown sugar suggestions. In cappuccino-scaled milk, black cherry and dark chocolate notes harmonize far into the long finish.","Coffees from the Yirgacheffe region are produced from distinctive, largely indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.",A pretty floral-toned single-origin espresso from Ethiopia with a developed enough roast profile to encourage deep fudge-like chocolate and resonant aromatic wood.
Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed,Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Alishan,Taiwan,15.58,94,Dec-20,"Evaluated as espresso. Deep-toned, richly sweet-tart. Tamarind, plum, dark chocolate, cedar, molasses in aroma and small cup. Very syrupy mouthfeel; the finish centers on tamarind and rich cedar notes. Balanced in three parts milk, driven by stone fruit and chocolate.","Produced at Zhou-Zhu-Yuan Farm from the Bourbon, Typica and Sigarar Utan varieties of Arabica and processed by the washed method. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","A very elegant, balanced, confident Taiwan-grown coffee roasted for espresso, exciting in its nuance and complexity."
Ethiopia Guji Goro Muda Washed G1,94 Fresh Coffee,Light,Taiwan,Guji Zone,Southern Ethiopia,6.37,95,Jan-21,"High-toned, floral. Star jasmine, apricot, lemon verbena, maple syrup, marjoram in aroma and cup. Crisply sweet with vibrant, delicate acidity; silky-smooth mouthfeel. Flavor-saturated short finish with notes of star jasmine and lemon verbena, supported by a hint of marjoram, extending into the long.","Guji is nestled next to Ethiopia's better-known Yirgacheffe and Sidamo growing regions. Processed by the wet or washed method (fruit skin and pulp are removed before drying).  94 Fresh Coffee is a specialty coffee roaster based in Kaohsiung City that specializes in espresso, including training and machine sales, with wholesale pricing available for all coffees. Visit https://www.facebook.com/94freshcoffee/ for more information.","An elegant, juicy washed Ethiopia with interesting sweet-herb undertones; graceful acidity, bright but not bracing."
Guoxing Taiwan Coffee,Red Bean Coffee,Light,Taiwan,Sun Moon Lake,Taiwan,20.87,92,Jan-21,"Deep-toned, richly sweet. Raspberry, brown sugar, lime zest, dark chocolate, baking spices in aroma and cup. Sweet structure with round, lively acidity; crisply smooth, velvety mouthfeel. Baking spices and dark chocolate carry the satisfying finish.","A natural-processed coffee produced in the Sun Moon Lake region of Taiwan. Red House Cafe, based in Taoyuan, Taiwan, is a coffee shop that produces Red Bean Coffee, its own line of specialty coffees roasted by Chi Chung Hsu. Visit www.facebook.com/033389288.com.te/ for more information.","A berry- and chocolate-toned natural-processed Taiwan cup — clean, friendly, approachable."
Guatemala Sierra Roja Geisha,GK Coffee,Light,Taiwan,San Cristobal Acasaguastlán,El Progreso Department,16,93,Jan-21,"Rich-toned, crisp, sweetly bright. Pink grapefruit zest, lavender, cocoa nib, sandalwood, apricot in aroma and cup. Delicate, juicy-sweet in structure; silky-smooth mouthfeel. The quietly complex finish consolidates to apricot and lavender. ","Produced by Lorena Castillo Castellanos of Sierra Roja Farm entirely of the Geisha variety of Arabica, and processed by the washed method (fruit skin and flesh are removed before drying). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]",An elegantly bright structure supports a compelling range of classic Geisha aroma and flavors. 
Finca La Maria Geisha Natural,Blues Brew Coffee,Light,Taiwan,Cundinamarca,Colombia,36.81,94,Feb-21,"Deeply pungent, sweetly savory. Dark chocolate, narcissus, black cherry, cardamom, cashew in aroma and cup. Sweet-savory structure with roundly tart acidity; full, creamy mouthfeel. The floral-toned finish leads with notes of narcissus, balanced by dark chocolate and cashew underneath. ","Produced by the Taborda Cortez family entirely of the celebrated Geisha variety of Arabica and processed by the natural method (dried in the whole fruit). Blues Brew Coffee is Taipei-based coffee roaster seeking the highest quality coffees for the enjoyment of global coffee-lovers. For more information, visit https://www.facebook.com/bluesbrewcoffee. ","A rich, resonant natural-processed cup with pretty floral and stone fruit notes complemented by suggestions of sweet herb and nut."
Dafis Abafita Natural Ethiopia,PT's Coffee Roasting Co.,Light,United States,Oromia Region,Jimma Zone,6.32,95,Jan-21,"Subtly complex, nuanced, high-toned. Mulberry, cocoa nib, tangerine zest, thyme, agave syrup in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, viscous mouthfeel. The resonant, flavor-saturated finish carries forward all the flavor notes from the cup.","Produced by Dafis Abafita on his farm near the village of Beshasha and processed by the natural method (beans are dried in the whole fruit). Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information.","A rare single-farm Ethiopia, meticulously grown and processed by Dafis Abafita: elegant, deep, lively, compelling."
Panama Geisha,Prairie Lily Coffee,Medium,Canada,Volcan Growing Region,Western Panama,13.5,93,Feb-21,"Delicate, deep, gently fruit-forward. Grape candy, almond butter, dark chocolate, rum barrel, narcissus in aroma and cup. Sweet-tart structure with gentle, rounded acidity; viscous, creamy mouthfeel. The finish centers around notes of grape candy, rum barrel and dark chocolate. ","Produced at the Janson Family Farm entirely of the Geisha variety of Arabica and processed by the anaerobic natural method (whole fruit subject to oxygen-restricted fermentation before drying). Prairie Lily is an artisan roaster based in Saskatchewan, Canada with a focus on quality sourcing and precise roasting that highlights the best qualities of each green coffee. For more information, visit www.prairielilycoffee.com.","An elegant, assertive anaerobically processed Geisha from Panama, roasted to a darkish medium to develop notes of dark chocolate that complement heady fruit and florals."
Indonesia Golden Sumatra TP Espresso,GK Coffee,Medium,Taiwan,Aceh Province,Sumatra,7.2,96,Mar-21,"Evaluated as espresso. Complex, multi-layered, richly deep. Honeysuckle, dark chocolate, dried apricot, perique fermented pipe tobacco, pistachio in aroma and small cup. Viscous, creamy mouthfeel; resonant, long, flavor-saturated finish. The milk shot is floral, chocolaty and stone fruit-driven in equal measure.","This exceptional coffee was selected as the No. 9 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a particularly refined example of the type. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","A profoundly complex, lyrically sweet, deeply chocolaty Sumatra, with rich undertones of pipe tobacco and pistachio throughout. Skillfully roasted for espresso brewing."
Kenya Kirinyaga Peaberry,Wildgoose Coffee Roasters,Light,United States,Kirinyaga County,South-Central Kenya,6.17,93,Mar-21,"Vibrant, sweetly savory, floral-toned. Cocoa nib, black currant, amber, honeysuckle, hop flowers in aroma and cup. Sweetly savory structure with juicy acidity; crisp, lightly syrupy mouthfeel. The resonant finish centers around black currant and hop flowers in the short, cocoa nib and amber in the long.","This coffee tied for the second-highest rating in a cupping of “Cause Coffees” for Coffee Review’s March 2021 report. Roasters of these coffees contribute a portion of proceeds to non-profit organizations doing work to improve the lives of others, locally or globally. Processed by the meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Wild Goose emphasizes its relationship-driven green coffee sourcing, and for every pound of coffee sold it purchases ten pounds of food for a local food bank, with over 750,000 pounds donated to date. Visit www.wildgoosecoffee.com for more information.",A rich-toned Kenya cup with classic black currant notes and both sweet and savory floral impulses.
Project Congo Muungano,Wonderstate Coffee,Light,United States,South Kivu,Democratic Republic Of The Congo,5.58,93,Mar-21,"Crisply sweet, deeply rich. Date, baking chocolate, magnolia, maple syrup, hazelnut butter in aroma and cup. Sweet in structure with brisk acidity; full, syrupy mouthfeel. Chocolaty, sweetly nut-toned finish. ","This coffee tied for the second-highest rating in a cupping of “Cause Coffees” for Coffee Review’s March 2021 report. Roasters of these coffees contribute a portion of proceeds to non-profit organizations doing work to improve the lives of others, locally or globally. Muungano, the name of this cooperative, means “togetherness” in Swahili. One-third of the coop’s members are women, many of whom were widowed by war. Produced entirely from trees of strains of the Bourbon variety of Arabica and processed by the washed method (fruit skin and pulp are removed before drying). Wonderstate also donates $1 per pound sold to the non-profit On the Ground, a group devoted to promoting gender equity in the Congo. Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for its commitment to guaranteeing higher pay for farmers and being the country’s first 100% solar-powered roastery. Visit wonderstate.com for more information.","A chocolaty, sweetly nutty Congo cup from a highly regarded cooperative, one-third of whose members are women."
Look for the Helpers,Tony's Coffee,Light,United States,Ethiopia,Central America,3.82,91,Mar-21,"Crisply chocolaty, rich-toned. Baking chocolate, cashew, graham cracker, golden raisin, a hint of marjoram in aroma and cup. Sweet structure with mild acidity; crisp, velvety mouthfeel. The finish is chocolaty and nut-driven with undertones of marjoram.","This coffee earned the fourth-highest rating in a cupping of “Cause Coffees” for Coffee Review’s March 2021 report. Roasters of these coffees contribute a portion of proceeds to non-profit organizations doing work to improve the lives of others, locally or globally. Proceeds from the sale of this coffee support the Bellingham Food Bank in Washington State. Founded in 1971 in Bellingham, Washington, Tony’s Coffee is one of the earliest established craft roasteries in the Pacific Northwest. Visit www.tonyscoffee.com for more information.","100% of the profits from the sale of this coffee go to support the Bellingham Food Bank in Washington State — and it’s a friendly, accessible daily-drinker, sweet and cocoa-toned."
Turbo Espresso,Propeller Coffee,Medium,Canada,Brazil,Colombia,3.98,93,Apr-21,"Evaluated as espresso. Richly chocolaty, sweetly nut-toned. Dark chocolate, hazelnut butter, magnolia, gently scorched cedar, date in aroma and small cup. Full, creamy-smooth mouthfeel; crisply sweet, chocolate- and nut-toned finish. In cappuccino-scaled milk, chocolate notes brighten, supported by notes of gently scorched cedar and magnolia.","A blend of coffees from Brazil and Colombia, roasted for espresso. Propeller is a Toronto-based micro-roaster with a dedication to careful selection and exceptional craft roasting of high-end coffees. Visit www.propellercoffee.com or call 416-479-3771 for more information.","A darker-roasted espresso blend particularly attractive in three parts milk, with sweet floral, rich chocolate, and deep nut tones. "
Ethiopia Wuri Washed,Indaba Coffee Roasters,Light,United States,Gedeb District,Gedeo Zone,4.7,91,Apr-21,"Gently crisp, sweet-toned. Honeydew melon, baking chocolate, hazelnut, fir, lemon verbena in aroma and cup. Sweet in structure with pert acidity; lightly satiny mouthfeel. Nut-toned finish with undertones of aromatic wood.","Southern Ethiopia coffees like this one are produced from traditional indigenous Ethiopian landrace varieties of Arabica. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Southern Ethiopia coffees processed with this method typically express great aromatic complexity and intensity, with a particular emphasis on floral notes. Imported by Atlas Coffee Importers. Indaba Coffee is a small family-owned business in the heart of Spokane, Washington whose mission is “radical hospitality.” For every bag of coffee sold, Indaba donates a meal to someone in need through the 2nd Harvest Food Bank. Visit www.indabacoffee.com for more information.","A friendly, balanced washed Ethiopia with notes of sweet melon, rich aromatic wood, and citrusy herb."
Ethiopia Sidamo G2 Washed,Cheer Beans,Light,Taiwan,Sidama (Also Sidamo) Growing Region,Southern Ethiopia,6.34,92,Apr-21,"Blind assessment: Delicately floral-toned. Lilac, pear, maple syrup, almond, orange zest in aroma and cup. Crisply sweet with brisk acidity; lightly satiny mouthfeel. Almond and caramel notes lead the quiet, pleasing finish.","Southern Ethiopia coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before the beans are dried) typically express great aromatic complexity and intensity with a particular emphasis on floral and citrus notes. Cheer Beans is an importer of green coffee and a specialty coffee roaster based in Taichung City, Taiwan. Visit https://redbeans.shoplineapp.com/ for more information.","A friendly, accessible, balanced Ethiopia cup: crisp, floral, delicately sweet."
Natural Mexico Ixhuatlan del Cafe,Ming's Coffee Playroom,Light,Taiwan,Veracruz,Mexico,6.4,93,May-21,"Vibrant, gently fruit-toned. Dried apricot, lemon drop, freesia-like flowers, oak, honey in aroma and cup. Sweetly tart structure with brisk acidity; full, satiny-smooth mouthfeel. The resonant finish consolidates to notes of lemon balm and honey, supported by fresh-cut oak.","Produced by smallholding farmers in the region of Ixhuatlan del Cafe entirely of the ancient Typica variety of Arabica, and processed by the natural method (beans are dried in the whole fruit). Ming’s Coffee Playroom is a small specialty coffee roaster in New Taipei City, Taiwan. For more information, visit https://www.facebook.com/coffeeplayroom.","A clean, lively natural-processed Typica grown in the Veracruz region of Mexico — bright, deep, elegantly fruit-forward."
Pamma Classic Blend Espresso,Pamma Coffee,Medium,Taiwan,Ethiopia,Colombia,2.48,91,Jun-21,"Evaluated as espresso. Chocolaty and floral-toned. Cocoa powder, gardenia, raisin, fresh-cut fir, molasses in aroma and small cup. Velvety mouthfeel; crisp, chocolaty finish with undertones of molasses and fresh-cut fir. In three parts milk, a sweet earthiness surfaces that, combined with persistent cocoa tones, pleasingly complicates the cup.","A blend of coffees from Ethiopia, Colombia, Brazil, Tanzania and Indonesia, roasted for espresso applications. Pamma Coffee is a roastery and coffee shop in Kaohsiung, Taiwan that specializes in high-quality food and beverages. Visit https://www.facebook.com/PAMMACoffee/ for more information.","A cocoa-driven, floral espresso blend, medium-roasted, that is particularly attractive in the milk shot."
Ethiopia Sidama Bona Sweet Natural,Pro Aroma Enterprise Coffee,Light,Taiwan,Sidamo Zone,Oromia Region,5.88,94,Jun-21,"Brightly sweet-tart, fruit-toned. Mango, sandalwood, toffee, cocoa nib, spicy freesia-like flowers in aroma and cup. Tart-leaning structure with crisp, high-toned acidity; syrupy-smooth mouthfeel. Fruit-and floral-toned finish with sandalwood undertones.","Southern Ethiopian coffees like this one are largely produced from indigenous landrace varieties of Arabica long grown in the region. This is a natural-processed version (dried in the whole fruit). Pro Aroma Enterprise Coffee Co., Ltd. is a Taiwan-based specialty coffee company. Visit proaromacafe.com.tw/ for more information.","A fruit-driven, spice-toned Sidamo natural cup with depth and complexity. Particularly juicy acidity."
Yemen Mocha Haimi,Dragonfly Coffee Roasters,Light,United States,Sana’A Growing Region,Yemen,15.43,94,Jul-21,"Delicately perfumed, sweetly fermenty. Green grape, rum barrel, rhododendron, cocoa nib, oak in aroma and cup. Sweet-tart structure with juicy acidity; syrupy-smooth mouthfeel. Sweet ferment suggesting rum barrel animates the crisply cocoa-toned finish. ","Sourced from producer groups across Yemen’s Sana’a growing region by Fatuom Muslot. Produced from trees of the Yemen landrace varieties Dawaeri and Tuffahi and processed by the natural method (sun-dried in the whole fruit). Dragonfly Coffee, named 2019 Micro-Roaster of the Year by Roast magazine, is now based in Henderson, Nevada. Visit dragonflycoffeeroasters.com or call 303-579-2154 for more information.","A balanced, bright Yemen cup with leading notes of vanilla-like florals and subtle sweet ferment."
Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,GK Coffee,Light,Taiwan,El Guarco,Cartago Province,9.6,94,Jul-21,"Complex, richly sweet-savory, deeply floral. Star jasmine, salted caramel, cocoa nib, wild strawberry, mustard seed in aroma and cup. Sweet-tart-savory structure with high-toned acidity; very full, syrupy mouthfeel. Cocoa-driven finish with undertones of caramel and mustard seed.","Produced at Hacienda Tobosi entirely of the Villalobos variety of Arabica, and processed by the natural anaerobic method (whole fruit is fermented with limited oxygen before drying). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","A uniquely composed Costa Rica coffee processed by an experimental anaerobic natural method that yields a cup equally fruity, floral, and deeply savory."
Mojave Vault Series Geisha Natural,Dragonfly Coffee Roasters,Light,United States,Volcan,Panama,22.02,94,Jul-21,"Crisply sweet, delicately tart. Apricot, cocoa nib, lavender, lemon verbena, cedar in aroma and cup. Sweet-tart structure with juicy, vibrant acidity; lively, silky mouthfeel. Finish consolidates to notes of cocoa nib and lemon verbena.","Comprised entirely of the celebrated Geisha variety of Arabica and processed by the natural method (dried in the whole fruit). Dragonfly Coffee, named 2019 Micro-Roaster of the Year by Roast magazine, is now based in Henderson, Nevada. Visit dragonflycoffeeroasters.com or call 303-579-2154 for more information.",A good-value Geisha with balanced notes of stone fruit and spice-toned florals with undertones of sweet herbaceousness.
GK Classic Manba Blend Espresso,GK Coffee,Medium,Taiwan,Indonesia,Brazil,3.52,93,Aug-21,"Evaluated as espresso. Richly aromatic, chocolaty, earth-toned. Dark chocolate, shiitake mushroom, pomegranate syrup, cedar, marjoram in aroma and small cup. Velvety-smooth mouthfeel; crisp, chocolaty-tart finish. In three parts milk, tart fruit and sweet chocolate harmonize, supported by savory undertones of mushroom and sweet herbs.","A blend comprised of a natural-processed Brazil and a wet-hulled Sumatra, roasted for espresso. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","A complex, deeply sweet-savory espresso blend with tart fruit notes at the top and chocolaty, earthy tones underneath."
Ethiopia Sidama Ardi,Equator Coffees,Light,United States,Guji Zone,Borena Hagermariam District,5.58,95,Sep-21," Bright, richly high-toned. Lilac, frankincense, cocoa nib, pink grapefruit zest, pistachio butter in aroma and cup. Delicately sweet-tart with balanced, vibrant acidity; silky, viscous mouthfeel. Resonant, long, flavor-saturated finish.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information. ","A quietly expressive, juicy natural-processed Guji cup characterized by sweet florals, delicate fruit notes, pervasive cocoa, and an inviting umami undercurrent."
Yemen Sana’a,Equator Coffees,Light,United States,Sana’A Governorate,Yemen,18.81,93,Oct-21,"Elegantly fruit-toned, richly sweet. Dried black cherry, pipe tobacco, almond, vanilla, honeysuckle in aroma and cup. Sweetly tart structure with gently brisk acidity; very syrupy-smooth mouthfeel. The finish consolidates  vanilla and cherry notes supported by pipe tobacco.","Produced by smallholding farmers from trees of local heirloom varieties of Arabica and processed by the natural method (dried in the whole fruit). Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.","A nuanced, sweetly earthy and fruit-forward Yemen with honey-like florals and notes of ripe stone fruit."
Kenya Athena AB Espresso,Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Nyeri Growing Region,South-Central Kenya,12.04,94,Oct-21,"Evaluated as espresso. Richly chocolaty, complex, multi-layered. Chocolate fudge, dried passionfruit, almond nougat, cedar, graphite in aroma and small cup. Lively, syrupy-smooth mouthfeel; crisply sweet-tart, chocolaty finish. In three parts milk, chocolate notes are amplified, and fruit tones softened, while the pleasing mineral edge lingers.","In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","A resonantly rich single-origin Kenya espresso with a careful, deeply developed roast profile that promotes balanced notes of chocolate and fruit throughout."
Winter Wonder Blend,Baba Java Coffee,Medium,United States,Brazil,Honduras,4.41,91,Oct-21,"Gently fruit-forward, sweetly nut-toned. Dried persimmon, baking chocolate, lily, cashew, molasses in aroma and cup. Sweet-toned structure with gentle, round acidity; smooth, satiny mouthfeel. Nut-toned finish with hints of persimmon and lily.","A blend comprised of coffees from Brazil, Honduras and Yemen. Baba Java is a specialty roaster and cafe retailer located in Hoover Alabama that strives to provide the best coffee experience at every step. Visit www.babajavacoffee.com or call 205-777-5984 for more information. ","A friendly, straightforward blend that is driven by notes of dried fruit and creamy nut and chocolate."
Ethiopia Tamiru Tadesse Natural,Genesis Coffee Lab,Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,23.37,95,Nov-21,"Crisply sweet, gently tart. Red plum, dark chocolate, freesia-like flowers, cedar, honey in aroma and cup. Brightly sweet structure with crisp, lively acidity; viscous, satiny mouthfeel. The finish centers around notes of red plum and dark chocolate.",Produced by Tamiru Tadesse of Alo Coffee. Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Genesis Coffee Lab specializes in developing relationships with and importing coffees from specialty coffee producers in Ethiopia. Visit www.genesiscoffeelab.com for more information.,"A clean, confident natural-processed Ethiopia cup with distinct stone fruit and chocolate notes and spicy floral undertones."
Ethiopia Durato Bombe Natural,Oceana Coffee,Light,United States,Bombe Mountains,Sidama Region,6.47,94,Nov-21,"Richly fruit-forward, chocolaty. Dried persimmon, chocolate fudge, almond brittle, cedar in aroma and cup. Sweet-savory structure with winy acidity; plush, syrupy mouthfeel. The rich-toned finish consolidates to dried persimmon, chocolate fudge, and cedar.","Coffees from the Sidama region like this one are produced from distinctive, largely indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Established in 2009 by Amy and Scott Angelo, Oceana brews specialty coffees that have been roasted in small batches at its roasting house and café in Tequesta, Florida. Visit www.oceanacoffee.com for more information. ","A high-toned, deeply sweet, richly tart and chocolaty coffee from the Bombe Mountains of Ethiopia."
Colombia Granja La Esperanza Las Margaritas Gesha Honey,PT's Coffee Roasting Co.,Light,United States,Caicedonia,Valle Del Cauca Department,26.46,95,Nov-21,"Richly sweet, deeply aromatic. Strawberry guava, cocoa nib, wild honey, marjoram, lilac in aroma and cup. Sweet-tart structure with richly tart acidity; syrupy-smooth mouthfeel. Long, lingering finish with strawberry guava and cocoa nib in front and wild honey and marjoram undertones.","Produced by the Herrera brothers at Granja La Esperanza entirely of the celebrated Gesha (also spelled Geisha) variety of Arabica and processed by the honey method, in which some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information.","A multi-layered, tropical-fruit toned cup processed by the honey method — deep, rich, delicate, engaging."
Ethiopia Yirgacheffe Worka Sakaro Anaerobic,Coffee By Design,Light,United States,Gedeb District,Gedeo Zone,5.44,90,Nov-21,"Quietly bittersweet, cocoa-toned. Lime zest, cocoa powder, hop flowers, cedar, persimmon in aroma and cup. Bittersweet structure with brisk acidity; lightly satiny mouthfeel. The finish centers around notes of cocoa powder and hop flowers.","Southern Ethiopia coffees like this one are largely produced from traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural anaerobic method in which the coffee cherries are fermented in the whole fruit with limited access to oxygen before they are dried. Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.",A low-key anaerobically processed Yirgacheffe cup with bittersweet floral notes and a hint of lime zest.
Ethiopia Tamiru Tadesse Anaerobic,Genesis Coffee Lab,Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,127.87,96,Nov-21,"Richly sweet-tart, delicately balanced. Lychee, cocoa nib, sandalwood, star jasmine, hot buttered rum in aroma and cup. High-toned structure with juicy-bright acidity; very smooth, syrupy mouthfeel. Resonant, flavor-laden finish.",This exceptional coffee was selected as the No. 11 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Produced by Tamiru Tadesse of Alo Coffee. Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural anaerobic method in which the coffee cherries are fermented in the whole fruit with limited access to oxygen before they are dried. Genesis Coffee Lab specializes in developing relationships with and importing coffees from specialty coffee producers in Ethiopia. Visit www.genesiscoffeelab.com for more information.,"A deep, richly aromatic, lyrically sweet-tart Ethiopia anaerobic cup with a hint of elegant sweet ferment akin to hot buttered rum."
Ethiopia Aphrodite Washed Espresso,Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,12.04,96,Jan-22,"Evaluated as espresso. Aromatic orchid, dark chocolate, black cherry, gently scorched sandalwood, tarragon in aroma and small cup. Creamy-smooth mouthfeel; resonant, complex, long finish. In three parts milk, floral and fruit tones harmonize with dark chocolate for a particularly complex cappuccino.","Produced by smallholding farmers from trees of the 74110 and 74112 varieties of Arabica, and processed by the washed method. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","A superb single-origin espresso. Floral- and spice-toned in the straight shot, fruit-toned in cappuccino-scaled milk, with tremendous depth and range throughout."
Ethiopia Guji Hambela G1 Kudume Wolicho Honey,GK Coffee,Light,Taiwan,Sidama Growing Region,Southern Ethiopia,10.4,93,Jan-22,"Fruit-forward, richly sweet-tart. Blackberry jam, brown sugar, cocoa nib, fresh-cut oak, jasmine in aroma and cup. Sweet-toned structure with lively acidity; crisp, satiny mouthfeel. Fruit-toned finish with undertones of brown sugar and oak.","Produced by smallholding farmers, entirely of the Kudume variety of Arabica, and processed by the honey method, in which the skins are removed from the fruit but some fruit flesh is allowed to dry on the beans. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]",A deeply fruit-toned honey-processed Ethiopia cup with leading notes of berries and spice-toned florals.
